序号,提交答卷时间,所用时间,来源,来源详情,来自IP,Your Staff ID 员工号:,How is your physical condition today (今天身体感觉如何)？,Your Work Status Today 您今天的工作状态：,Your working hours today 您今天的工作小时数,Your Plan for Tomorrow 您明天的工作计划：,Your planned working hours tomorrow 您明天计划的工作小时数,"Anything(feeling, suggestion, difficulties) you would like say or draw attention to leadership team today (Optional) 你今天希望跟管理层沟通的内容（情绪、建议、遇到的困难等等，可以是任何内容），可选填"
1531,2020/2/11 8:58:32,17秒,微信,N/A,113.66.11.2(广东-广州),45049396,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1532,2020/2/11 8:59:15,79秒,微信,N/A,113.69.38.83(广东-佛山),44129177,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1533,2020/2/11 8:59:58,28秒,微信,N/A,113.12.152.225(广西-南宁),43917181,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1534,2020/2/11 9:01:10,24秒,微信,N/A,223.73.116.92(广东-广州),43990189,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1535,2020/2/11 9:03:10,30秒,微信,N/A,120.208.187.30(山西-临汾),43799486,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1536,2020/2/11 9:03:10,26秒,微信,N/A,120.230.122.36(广东-广州),45083381,Feeling well and healthy,Work from home,8.5,Work from home,8.5,(空)
1537,2020/2/11 9:03:46,17秒,微信,N/A,219.137.143.61(广东-广州),43864498,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1538,2020/2/11 9:04:02,64秒,微信,N/A,116.23.17.204(广东-广州),43910465,Feeling well and healthy,Work from home,7,Work from home,7,(空)
1539,2020/2/11 9:04:03,72秒,微信,N/A,116.199.102.158(广东-广州),45077109,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1540,2020/2/11 9:04:25,38秒,微信,N/A,121.32.155.252(广东-广州),43685018,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1541,2020/2/11 9:04:37,23秒,微信,N/A,120.85.147.180(广东-广州),43840876,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1542,2020/2/11 9:04:43,87秒,微信,N/A,219.137.142.201(广东-广州),43812312,Feeling well and healthy,Work from home,8,Work from home,8,VPN connection is not stable
1543,2020/2/11 9:04:55,15秒,微信,N/A,120.235.11.12(广东-广州),43728644,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1544,2020/2/11 9:04:59,26秒,微信,N/A,59.41.117.96(广东-广州),43206205,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1545,2020/2/11 9:05:02,20秒,微信,N/A,27.46.132.2(广东-广州),43792531,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1546,2020/2/11 9:05:26,18秒,微信,N/A,113.109.121.250(广东-广州),43820983,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1547,2020/2/11 9:05:48,20秒,微信,N/A,14.213.153.8(广东-佛山),43833909,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1548,2020/2/11 9:05:56,30秒,微信,N/A,113.214.194.112(浙江-杭州),43925352,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1549,2020/2/11 9:06:10,25秒,微信,N/A,113.65.137.42(广东-广州),44122501,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1550,2020/2/11 9:06:16,53秒,微信,N/A,120.230.116.255(广东-广州),45027222,Feeling well and healthy,Work from home,14,Work from home,14,VPN非常慢，严重影响工作
1551,2020/2/11 9:06:29,22秒,微信,N/A,121.32.35.160(广东-广州),43857457,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1552,2020/2/11 9:06:37,21秒,微信,N/A,113.70.102.214(广东-佛山),43886085,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1553,2020/2/11 9:06:40,17秒,微信,N/A,113.109.37.179(广东-广州),43619329,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1554,2020/2/11 9:06:43,25秒,微信,N/A,119.129.54.101(广东-广州),43714529,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1555,2020/2/11 9:07:26,33秒,微信,N/A,120.230.116.255(广东-广州),45027222,Feeling well and healthy,Work from home,14,Work from home,14,VPN非常慢，严重影响工作
1556,2020/2/11 9:07:53,62秒,微信,N/A,223.104.64.236(广东-广州),43992018,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1557,2020/2/11 9:08:15,55秒,微信,N/A,113.78.108.65(广东-东莞),44037652,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1558,2020/2/11 9:08:20,69秒,微信,N/A,113.65.205.154(广东-广州),45031738,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1559,2020/2/11 9:08:35,39秒,微信,N/A,112.96.173.148(广东-广州),44062967,Feeling well and healthy,Work in TKH office,8,Work in TKH office,8,(空)
1560,2020/2/11 9:08:41,30秒,微信,N/A,112.97.164.1(广东-东莞),43912564,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1561,2020/2/11 9:09:18,25秒,微信,N/A,59.42.7.130(广东-广州),44129170,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1562,2020/2/11 9:09:37,186秒,微信,N/A,120.230.161.57(广东-江门),45067599,Feeling well and healthy,Work from home,10,Work from home,10,昨天VPN不是很稳定，间中自动断开，希望可以提高VPN的稳定性。
1563,2020/2/11 9:09:39,28秒,微信,N/A,60.185.35.198(浙江-衢州),43905752,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1564,2020/2/11 9:10:03,38秒,微信,N/A,58.63.0.81(广东-广州),45060754,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1565,2020/2/11 9:10:14,52秒,微信,N/A,14.213.157.127(广东-佛山),43731181,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1566,2020/2/11 9:10:20,18秒,微信,N/A,59.42.24.191(广东-广州),45071071,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1567,2020/2/11 9:10:52,38秒,微信,N/A,113.109.42.131(广东-广州),43784539,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1568,2020/2/11 9:11:55,17秒,微信,N/A,113.103.4.240(广东-广州),45060966,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1569,2020/2/11 9:12:02,41秒,微信,N/A,113.64.99.181(广东-梅州),43228436,Feeling well and healthy,Work from home,8,Work from home,8,无需，心情愉快
1570,2020/2/11 9:12:19,81秒,微信,N/A,121.229.166.104(江苏-南京),45065326,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1571,2020/2/11 9:13:48,22秒,微信,N/A,103.27.26.39(广东-东莞),44020765,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1572,2020/2/11 9:14:32,24秒,微信,N/A,223.73.121.234(广东-广州),44129176,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1573,2020/2/11 9:14:36,28秒,微信,N/A,103.27.25.250(广东-东莞),44108139,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1574,2020/2/11 9:14:38,23秒,微信,N/A,223.73.89.216(广东-佛山),43646405,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1575,2020/2/11 9:15:02,21秒,微信,N/A,113.111.9.241(广东-广州),44115713,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1576,2020/2/11 9:15:32,23秒,微信,N/A,117.136.40.131(广东-广州),43988222,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1577,2020/2/11 9:17:00,21秒,微信,N/A,113.66.106.224(广东-广州),44065819,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1578,2020/2/11 9:17:08,19秒,微信,N/A,120.230.131.43(广东-广州),43896175,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1579,2020/2/11 9:17:15,17秒,微信,N/A,119.130.165.218(广东-广州),45028549,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1580,2020/2/11 9:17:31,82秒,微信,N/A,183.160.21.73(安徽-合肥),45079625,Feeling well and healthy,Others - please specify〖No working - for intern only〗,(跳过),Others - please specify〖No working - for intern only〗,(跳过),(空)
1581,2020/2/11 9:17:42,25秒,微信,N/A,120.230.131.43(广东-广州),43896175,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1582,2020/2/11 9:17:43,35秒,微信,N/A,183.67.57.158(重庆-重庆),45086449,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1583,2020/2/11 9:18:00,22秒,微信,N/A,218.20.6.235(广东-广州),43334347,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1584,2020/2/11 9:18:19,25秒,微信,N/A,163.204.7.129(广东-汕头),43743142,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1585,2020/2/11 9:18:44,21秒,微信,N/A,121.32.183.58(广东-广州),44078853,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1586,2020/2/11 9:18:45,25秒,微信,N/A,116.5.8.16(广东-佛山),44116444,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1587,2020/2/11 9:18:57,19秒,微信,N/A,175.167.154.41(辽宁-沈阳),43919523,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1588,2020/2/11 9:19:12,17秒,微信,N/A,119.32.73.196(广东-广州),45064974,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1589,2020/2/11 9:19:33,26秒,微信,N/A,113.65.206.141(广东-广州),44113273,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1590,2020/2/11 9:19:49,17秒,微信,N/A,58.63.139.92(广东-广州),44111913,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1591,2020/2/11 9:20:15,15秒,微信,N/A,113.67.11.115(广东-广州),45071568,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1592,2020/2/11 9:20:23,51秒,微信,N/A,223.104.64.222(广东-未知),44050485,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1593,2020/2/11 9:21:42,22秒,微信,N/A,113.100.27.96(广东-揭阳),45057233,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1594,2020/2/11 9:23:27,21秒,微信,N/A,120.230.129.135(广东-广州),45057348,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1595,2020/2/11 9:23:38,68秒,微信,N/A,116.16.79.110(广东-清远),45012900,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1596,2020/2/11 9:24:27,23秒,微信,N/A,14.223.178.69(广东-佛山),45053323,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1597,2020/2/11 9:24:57,188秒,微信,N/A,220.198.208.1(广东-广州),43870755,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1598,2020/2/11 9:25:27,19秒,微信,N/A,119.246.86.208(香港-未知),45038663,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1599,2020/2/11 9:26:13,22秒,微信,N/A,103.27.26.205(广东-东莞),45048198,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1600,2020/2/11 9:26:44,35秒,微信,N/A,120.230.100.0(广东-广州),43227993,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1601,2020/2/11 9:27:35,55秒,微信,N/A,113.103.5.144(广东-广州),44074215,Feeling well and healthy,Others - please specify〖Maternity leave〗,(跳过),Others - please specify〖Maternity leave〗,(跳过),(空)
1602,2020/2/11 9:27:40,33秒,微信,N/A,223.73.53.29(广东-广州),44033531,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1603,2020/2/11 9:28:11,21秒,微信,N/A,120.229.84.68(广东-深圳),45058593,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1604,2020/2/11 9:28:12,21秒,微信,N/A,113.103.6.80(广东-广州),43815874,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1605,2020/2/11 9:28:43,26秒,微信,N/A,61.140.244.215(广东-广州),45039550,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1606,2020/2/11 9:28:48,21秒,微信,N/A,103.27.25.20(广东-东莞),45057707,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1607,2020/2/11 9:29:29,46秒,微信,N/A,113.67.167.137(广东-广州),44035459,Others - Please specify:〖感冒〗,Work from home,8,Work from home,8,(空)
1608,2020/2/11 9:30:04,30秒,微信,N/A,113.109.123.223(广东-广州),43610711,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1609,2020/2/11 9:30:40,21秒,微信,N/A,58.62.164.96(广东-广州),44081944,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1610,2020/2/11 9:30:49,17秒,微信,N/A,119.131.143.163(广东-广州),44084864,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1611,2020/2/11 9:31:48,23秒,微信,N/A,183.4.29.42(广东-汕头),45058400,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1612,2020/2/11 9:31:59,22秒,微信,N/A,120.230.113.240(广东-广州),43990036,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1613,2020/2/11 9:32:22,18秒,微信,N/A,116.199.51.84(广东-广州),44000297,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1614,2020/2/11 9:32:22,32秒,微信,N/A,120.230.120.100(广东-广州),45015800,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1615,2020/2/11 9:32:50,22秒,微信,N/A,14.28.131.57(广东-深圳),43402513,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1616,2020/2/11 9:33:59,19秒,微信,N/A,116.22.162.14(广东-广州),43430051,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1617,2020/2/11 9:35:10,23秒,微信,N/A,14.223.181.223(广东-佛山),43870777,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1618,2020/2/11 9:37:07,22秒,微信,N/A,113.100.125.0(广东-肇庆),43278955,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1619,2020/2/11 9:37:53,86秒,微信,N/A,110.88.224.174(福建-龙岩),43837194,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1620,2020/2/11 9:38:30,27秒,微信,N/A,58.62.204.26(广东-广州),45057903,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1621,2020/2/11 9:39:33,26秒,微信,N/A,112.96.67.78(广东-佛山),45018085,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1622,2020/2/11 9:39:57,22秒,微信,N/A,116.199.28.182(广东-广州),43701247,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1623,2020/2/11 9:39:58,38秒,微信,N/A,27.3.74.215(国外-越南),45036976,Feeling well and healthy,Work from home,10.18,Work from home,10.18,(空)
1624,2020/2/11 9:41:08,26秒,微信,N/A,103.27.25.226(广东-东莞),43581055,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1625,2020/2/11 9:41:34,159秒,微信,N/A,120.229.221.118(广东-揭阳),43884690,Others - Please specify:〖No fever but toothache〗,Work from home,8,Work from home,8,(空)
1626,2020/2/11 9:41:44,18秒,微信,N/A,58.62.135.186(广东-广州),43594879,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1627,2020/2/11 9:42:12,54秒,微信,N/A,59.41.92.186(广东-广州),43440174,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1628,2020/2/11 9:42:32,28秒,微信,N/A,112.96.135.137(广东-广州),43887682,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1629,2020/2/11 9:42:51,18秒,微信,N/A,113.66.55.112(广东-广州),43993248,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1630,2020/2/11 9:44:40,111秒,微信,N/A,112.96.39.106(广东-广州),45020652,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1631,2020/2/11 9:45:27,23秒,微信,N/A,183.25.129.184(广东-惠州),44112163,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1632,2020/2/11 9:48:02,18秒,微信,N/A,120.239.64.98(广东-广州),43675743,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1633,2020/2/11 9:48:34,85秒,微信,N/A,13.94.63.187(香港-未知),45060740,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1634,2020/2/11 9:48:51,26秒,微信,N/A,13.94.63.187(香港-未知),45060740,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1635,2020/2/11 9:49:44,202秒,微信,N/A,117.136.79.51(广东-广州),44043672,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1636,2020/2/11 9:51:40,17秒,微信,N/A,116.22.134.26(广东-广州),44063807,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1637,2020/2/11 9:59:33,17秒,微信,N/A,113.65.207.16(广东-广州),43898724,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1638,2020/2/11 10:01:24,36秒,微信,N/A,203.160.71.173(香港-未知),44108133,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1639,2020/2/11 10:05:49,20秒,微信,N/A,223.192.192.154(广东-广州),45062908,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1640,2020/2/11 10:07:04,25秒,微信,N/A,106.198.195.3(国外-印度),43781654,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Annual Leave,(跳过),(空)
1641,2020/2/11 10:08:30,38秒,微信,N/A,113.109.77.77(广东-广州),43840881,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1642,2020/2/11 10:10:27,70秒,微信,N/A,120.227.108.208(湖南-郴州),45079618,Feeling well and healthy,Others - please specify〖intern〗,(跳过),Others - please specify〖intern〗,(跳过),(空)
1643,2020/2/11 10:11:31,24秒,微信,N/A,121.8.136.49(广东-广州),44061627,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1644,2020/2/11 10:12:41,15秒,微信,N/A,116.199.51.4(广东-广州),43921020,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1645,2020/2/11 10:13:00,29秒,微信,N/A,59.41.156.210(广东-广州),45036594,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1646,2020/2/11 10:14:47,24秒,微信,N/A,59.35.86.119(广东-汕头),45057737,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1647,2020/2/11 10:19:17,25秒,微信,N/A,219.117.245.14(国外-日本),44113038,Feeling well and healthy,Work from home,9,No working - Annual Leave,(跳过),(空)
1648,2020/2/11 10:29:55,36秒,微信,N/A,218.20.10.225(广东-广州),43813579,Feeling well and healthy,Work from home,10,Work from home,10,(空)
1649,2020/2/11 10:32:56,29秒,微信,N/A,58.62.30.0(广东-广州),43677051,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1650,2020/2/11 10:36:00,16秒,微信,N/A,120.235.14.104(广东-广州),43892834,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Annual Leave,(跳过),(空)
